text,sentiment
"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral
 hello hello hello  what u up to tonight??,neutral
 Was pawing thru Elle & saw you innit!,neutral
 I just changed the backgroung but now I have no profile ppicture,neutral
"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it",neutral
"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just **** obnoxious imo.",positive
 That`s good to hear - morning,positive
Happy Mothers day  <3,positive
 internet billing with fee of 30% and only in 13 countries and a setup cost of 5000 for usa alone,neutral
listening to revenge by kiss to get inspiration... i don`t think kristie is really digging it though,neutral
 You`re watching Firepro0f?,neutral
" ????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.",neutral
didn`t know the statue in the Venetian was a real man and screamed so loud everyone laughed,neutral
he`s here   sleep over with the MR. night peeps !,neutral
sure wish the cat would stop hiding,neutral
uhh I wish someone would include me in their follow friday - would be great to get more followers,positive
  He`s awesome... Have you worked with him before? He`s a good friend.,positive
is wishing good night everybody,positive
"It`s 5:03 in the morning.. I think it`s time I went to bed. - so, goodnight everyone  http://tumblr.com/xaj1qz8v3",neutral
- had a great time at the `block party` - so did mackenzie,positive
 you cooould say that,neutral
 ooh which two books did you buy?,neutral
In children`s hospital ER hoping Meredith does NOT have a broken elbow/arm,positive
 Happy Birthday! I hope you are doing well and had a great Birthday day,positive
work work work!,neutral
 comes to you. when is your atl show jljf i swear you will have fun they`re so much fun,positive
 Gratiss,neutral
"Finally made it through Dead Space, that only took half a year",neutral
"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya`ll this weekend. I`m already gettin sad",negative
 flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,neutral
_Toni   i`m having one of those days today also,neutral
" but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",negative
yeah me too.,neutral
i really want to ring  but it costs 2 much  dam you credit crunch,negative
I`m boredddd. The day has gone quick  I don`t like it!,negative
John at a college thing   staying home all weekend and hanging out with my momma. Sushi tonight <3,neutral
Back home.  Preheatin` oven before popping in a pizza,neutral
i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,neutral
Out with Audrey,neutral
"watching Baby Mama...again. and eating pineapple, orange, raspberry sherbert",neutral
About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral
" catching up on my tweets, I saw AC`s promo of your new blog before yours, I knew immediately it would be yours by the title",neutral
" That`s true. Unfortunately, the leads in the movies don`t die on such a high note. It`s more the Friday The 13th model",negative
_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,neutral
"In math class now, about to shoot myself because its so boring.",negative
"   So,  just pointed out to me that she has not been able to be involved in this convo for lack an iPhone",neutral
Oh man. I have been sick all night. I feel awful.,negative
bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x,negative
 Hope your son is okay!,positive
says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj,neutral
"_home Yes - that would be perfect.  That was supposed to happen, last night, still dry.  Usually happens as I a heading to appt.",positive
I`m not sure why walking around in barnes and noble comforts me so much. O well now I`m off to work,positive
" talk to their creators yesterday no date for public release, just developers",neutral
/ happy mommy`s day,positive
My favourite photo (that I took) from last night: http://tinyurl.com/oto5sz can`t wait to see `s pics,positive
might start Spanish...any min now....nope just can`t do it! ****,neutral
 I can`t make it. My manager switched my schedule so I`m closing,neutral
 WHAT! That`s a sin!,negative
I miss Vermont,negative
thanks for the raspberry-Laced Vanilla Cake,positive
Last day at DMA over!     a million sad faces.,negative
Glad I trudged through the first 60 pages of Anathem.  Now on pg340...it`s been a long time since I wanted to call in sick just to read,positive
Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh,positive
making a Life w/o Bounds! T-Shirt for Second life,neutral
If you save these pix from the Today show please credit www.wireimage.com Thanks,positive
Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans & chanclas all week!,neutral
"_reality ****, you`re gonna feel that tomorrow, or tonight. Coffee = laxative.  How`s the writing coming?",neutral
I want a burrito but I still have 30 more minutes of work,neutral
@_Ra_Ra_ your not alone...i need coffee too.,neutral
" As much as I loved Texas, my dislike for needles could interfere.",neutral
 Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,positive
Yaay congrats Shmolan on graduating  I`m proud of you!! Have fun! <3,positive
"michael scofiled Noooooo !!  I hate the writer, director n production",negative
" come home, then. Not so boring here.",negative
Last day at work...Sick to the bone,negative
"shall bring his own glass to work from tonight, no more `half half` hor!!",neutral
_PaulEvans heyyyyy boo,neutral
"been working all day, finally relaxing!! i miss you",neutral
Well it`s friday and usually the start of something awsome...I`m not sure if that`ll be this time around  I gotta shake this,positive
 hahaha wow thanks bud :p but my plan is to pretend its a costume... I wish it were cold so i could wear a sweatshirt over this,positive
_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,negative
 The pics should be up later today at www.dosriosrestaurant.com!,neutral
  FTR I <3 U and miss U on the team already,negative
Did 15 mins on expresso #cycling (3 miles) and beat my last time by 40 seconds.  Then lower body weights.  Now ready for work!,neutral
i got peanut butter in my beard  it felt weird after... and axe body wash burnt my eyes... but now they`re okay.,negative
_lavish i told diamond to follow you. and why u aitn share the starburst,neutral
 You be a good girl Whitney,positive
 thanx,neutral
_Craig_G Hope your enjoying the money..it`s looking real good to me right now,positive
 No u miss me !!!!! LOL,negative
 hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,neutral
 I wanna get an FF tweet too,neutral
grrh  wii remote dead.. no multiplayer here tonight,negative
Trying to go to sleep but no luck  I think i`m sick... =S,negative
Happy Mother`s Day ,positive
I wish I had a dog,positive
_louise Lucky me. There are mystery ingredients as well,neutral
great night hangin out with my family... mom and dad loved the extra company tonight!  can`t wait for FRC Pcola Tomorrow,positive
" yes, yes it was",neutral
 I`m not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,negative
" thanks, still waiting... i don`t know what`s taking him so long - is it a bad sign or good sign?",neutral
I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,neutral
" It`s sunny and hot in London today, while I sit in office cranking spreadsheets",negative
GOING TO WATCH SUPERNATURAL shall return afterwards  ****,neutral
I`ve got great expectations of tomorrow  It`s gonna be awesome!! ? http://blip.fm/~5jf53,positive
 yea i know right! i love that song!,positive
"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?",negative
So bored in chem n im super hungry! Ugh,negative
Then back to **** school,negative
 Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.,negative
"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",negative
  That is really sad,negative
hope schools gonna be good tomorrow,positive
watching because i said so! happy mothers day!,positive
"the downside of getting TDL 3 days early is that i won`t have time to read it til next week anyway!  but still, hurrah *clutches it close*",positive
" Yaay! I was supposed to go, but I missed it",negative
Doing my fieldwork databook. Slept awkwardly. Bones all sore.,negative
is feeling very happy despite the amount of work that i need to do today!!! Happy times,positive
 While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!,neutral
Making yet another attempt to attend church on a Sunday morning!  Looking forward to it y`all.,neutral
 i was at the outlets too,neutral
I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,neutral
" yea it looks good, the flower i mean.",positive
" yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?",neutral
